Wavelength	Actinic_flux	I2	IO	OIO	I2O2	I2O3	I2O4	I2O5	HOI	HI	INO2	INO3	Ibr	Icl	CH3I	CH2I2	CH2ICl	CH2IBr	C2H5I	nC3H7I	iC3H7I
4.51E+02	4.86E+14	3.48E-19	3.73E-19	9.08E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.26E-20	0.00E+00	0.00E+00	0.00E+00	7.32E-19	3.91E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.52E+02	4.66E+14	3.60E-19	0.00E+00	1.12E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.88E-20	0.00E+00	0.00E+00	0.00E+00	7.46E-19	3.94E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.53E+02	4.30E+14	3.91E-19	0.00E+00	1.02E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.51E-20	0.00E+00	0.00E+00	0.00E+00	7.59E-19	3.97E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.54E+02	4.61E+14	4.15E-19	0.00E+00	1.13E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.13E-20	0.00E+00	0.00E+00	0.00E+00	7.72E-19	4.00E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.55E+02	4.58E+14	4.38E-19	0.00E+00	9.41E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.76E-20	0.00E+00	0.00E+00	0.00E+00	7.86E-19	4.03E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.56E+02	4.74E+14	4.63E-19	0.00E+00	1.31E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.49E-20	0.00E+00	0.00E+00	0.00E+00	7.99E-19	4.05E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.57E+02	4.78E+14	4.92E-19	3.51E-19	1.27E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.22E-20	0.00E+00	0.00E+00	0.00E+00	8.12E-19	4.08E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.58E+02	4.69E+14	5.13E-19	1.14E-18	1.06E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.96E-20	0.00E+00	0.00E+00	0.00E+00	8.25E-19	4.11E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.59E+02	4.65E+14	5.42E-19	3.40E-19	3.20E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.69E-20	0.00E+00	0.00E+00	0.00E+00	8.39E-19	4.14E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.60E+02	4.63E+14	5.73E-19	5.24E-20	8.85E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.42E-20	0.00E+00	0.00E+00	0.00E+00	8.52E-19	4.17E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.61E+02	4.79E+14	6.05E-19	1.01E-19	1.66E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.24E-20	0.00E+00	0.00E+00	0.00E+00	8.65E-19	4.18E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.62E+02	4.83E+14	6.23E-19	0.00E+00	1.60E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.05E-20	0.00E+00	0.00E+00	0.00E+00	8.79E-19	4.19E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.63E+02	4.86E+14	6.55E-19	0.00E+00	1.62E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.87E-20	0.00E+00	0.00E+00	0.00E+00	8.92E-19	4.20E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.64E+02	4.71E+14	6.89E-19	0.00E+00	1.70E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.68E-20	0.00E+00	0.00E+00	0.00E+00	9.05E-19	4.21E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.65E+02	4.65E+14	7.27E-19	0.00E+00	1.46E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.50E-20	0.00E+00	0.00E+00	0.00E+00	9.19E-19	4.22E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.66E+02	4.74E+14	7.51E-19	0.00E+00	1.52E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.38E-20	0.00E+00	0.00E+00	0.00E+00	9.32E-19	4.22E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.67E+02	4.54E+14	7.88E-19	0.00E+00	1.44E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.26E-20	0.00E+00	0.00E+00	0.00E+00	9.45E-19	4.23E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.68E+02	4.74E+14	8.18E-19	0.00E+00	1.64E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.14E-20	0.00E+00	0.00E+00	0.00E+00	9.58E-19	4.24E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.69E+02	4.77E+14	8.56E-19	0.00E+00	1.75E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.02E-20	0.00E+00	0.00E+00	0.00E+00	9.72E-19	4.25E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.70E+02	4.59E+14	8.95E-19	1.07E-19	1.68E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	9.04E-21	0.00E+00	0.00E+00	0.00E+00	9.85E-19	4.26E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.71E+02	4.67E+14	9.41E-19	0.00E+00	1.59E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.28E-21	0.00E+00	0.00E+00	0.00E+00	9.98E-19	4.24E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.72E+02	4.92E+14	9.74E-19	0.00E+00	2.22E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	7.52E-21	0.00E+00	0.00E+00	0.00E+00	1.01E-18	4.23E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.73E+02	4.73E+14	1.02E-18	0.00E+00	2.60E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.77E-21	0.00E+00	0.00E+00	0.00E+00	1.02E-18	4.21E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.74E+02	4.80E+14	1.04E-18	0.00E+00	2.14E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.01E-21	0.00E+00	0.00E+00	0.00E+00	1.04E-18	4.19E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.75E+02	4.97E+14	1.09E-18	0.00E+00	1.82E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.25E-21	0.00E+00	0.00E+00	0.00E+00	1.05E-18	4.18E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.76E+02	4.82E+14	1.13E-18	0.00E+00	2.07E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.79E-21	0.00E+00	0.00E+00	0.00E+00	1.06E-18	4.16E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.77E+02	4.86E+14	1.17E-18	0.00E+00	2.23E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.33E-21	0.00E+00	0.00E+00	0.00E+00	1.07E-18	4.14E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.78E+02	5.02E+14	1.22E-18	0.00E+00	1.90E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.88E-21	0.00E+00	0.00E+00	0.00E+00	1.09E-18	4.12E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.79E+02	4.92E+14	1.27E-18	0.00E+00	1.71E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.42E-21	0.00E+00	0.00E+00	0.00E+00	1.10E-18	4.11E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.80E+02	5.00E+14	1.31E-18	0.00E+00	1.68E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.96E-21	0.00E+00	0.00E+00	0.00E+00	1.11E-18	4.09E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.81E+02	4.99E+14	1.35E-18	0.00E+00	1.94E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.69E-21	0.00E+00	0.00E+00	0.00E+00	1.12E-18	4.04E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.82E+02	5.00E+14	1.40E-18	0.00E+00	2.72E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.42E-21	0.00E+00	0.00E+00	0.00E+00	1.13E-18	4.00E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.83E+02	4.94E+14	1.45E-18	0.00E+00	2.35E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.15E-21	0.00E+00	0.00E+00	0.00E+00	1.14E-18	3.95E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.84E+02	4.85E+14	1.50E-18	0.00E+00	2.08E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.88E-21	0.00E+00	0.00E+00	0.00E+00	1.15E-18	3.91E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.85E+02	4.83E+14	1.54E-18	0.00E+00	2.38E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.61E-21	0.00E+00	0.00E+00	0.00E+00	1.16E-18	3.86E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.86E+02	3.92E+14	1.60E-18	0.00E+00	3.83E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.46E-21	0.00E+00	0.00E+00	0.00E+00	1.16E-18	3.81E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.87E+02	4.39E+14	1.65E-18	0.00E+00	2.97E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.31E-21	0.00E+00	0.00E+00	0.00E+00	1.17E-18	3.77E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.88E+02	4.75E+14	1.68E-18	0.00E+00	2.35E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.16E-21	0.00E+00	0.00E+00	0.00E+00	1.18E-18	3.72E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.89E+02	4.49E+14	1.74E-18	0.00E+00	2.45E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.01E-21	0.00E+00	0.00E+00	0.00E+00	1.19E-18	3.68E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.90E+02	5.01E+14	1.78E-18	0.00E+00	3.03E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.60E-22	0.00E+00	0.00E+00	0.00E+00	1.20E-18	3.63E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.91E+02	4.82E+14	1.85E-18	0.00E+00	2.66E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.20E-18	3.56E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.92E+02	4.60E+14	1.89E-18	0.00E+00	2.30E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.20E-18	3.49E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.93E+02	4.92E+14	1.94E-18	0.00E+00	1.93E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.21E-18	3.42E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.94E+02	4.81E+14	1.99E-18	0.00E+00	1.98E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.21E-18	3.35E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.95E+02	5.11E+14	2.04E-18	0.00E+00	2.60E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.21E-18	3.29E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.96E+02	4.87E+14	2.08E-18	0.00E+00	3.56E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.21E-18	3.22E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.97E+02	4.95E+14	2.13E-18	0.00E+00	2.77E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.21E-18	3.15E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.98E+02	4.82E+14	2.17E-18	0.00E+00	2.65E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.22E-18	3.08E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.99E+02	4.83E+14	2.21E-18	0.00E+00	3.44E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.22E-18	3.01E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.00E+02	4.82E+14	2.29E-18	0.00E+00	5.58E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.22E-18	2.94E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.01E+02	4.69E+14	2.31E-18	0.00E+00	4.25E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.21E-18	2.87E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.02E+02	4.70E+14	2.37E-18	0.00E+00	3.21E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.21E-18	2.81E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.03E+02	4.94E+14	2.48E-18	0.00E+00	2.71E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.20E-18	2.74E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.04E+02	4.65E+14	2.54E-18	0.00E+00	3.90E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.20E-18	2.68E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.05E+02	4.95E+14	2.50E-18	0.00E+00	3.87E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.19E-18	2.61E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.06E+02	5.16E+14	2.57E-18	0.00E+00	3.24E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.18E-18	2.54E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.07E+02	4.94E+14	2.52E-18	0.00E+00	2.62E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.18E-18	2.48E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.08E+02	4.81E+14	2.80E-18	0.00E+00	2.24E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.17E-18	2.41E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.09E+02	5.04E+14	2.75E-18	0.00E+00	2.75E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.17E-18	2.35E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.10E+02	4.90E+14	2.77E-18	0.00E+00	4.40E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.16E-18	2.28E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.11E+02	4.99E+14	2.70E-18	0.00E+00	5.19E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.15E-18	2.22E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.12E+02	5.13E+14	2.79E-18	0.00E+00	4.13E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.13E-18	2.15E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.13E+02	4.82E+14	2.80E-18	0.00E+00	3.39E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.12E-18	2.09E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.14E+02	4.72E+14	2.87E-18	0.00E+00	4.28E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.11E-18	2.02E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.15E+02	4.86E+14	3.04E-18	0.00E+00	7.74E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.10E-18	1.96E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.16E+02	4.91E+14	3.27E-18	0.00E+00	6.54E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.08E-18	1.90E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.17E+02	4.01E+14	3.41E-18	0.00E+00	3.94E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.07E-18	1.83E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.18E+02	4.59E+14	2.73E-18	0.00E+00	3.13E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.06E-18	1.77E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.19E+02	4.45E+14	2.97E-18	0.00E+00	3.71E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.04E-18	1.70E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.20E+02	4.87E+14	3.38E-18	0.00E+00	5.27E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.03E-18	1.64E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.21E+02	4.91E+14	3.24E-18	0.00E+00	4.52E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.01E-18	1.59E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.22E+02	5.03E+14	2.95E-18	0.00E+00	3.61E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	9.96E-19	1.54E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.23E+02	4.75E+14	3.36E-18	0.00E+00	2.95E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	9.78E-19	1.49E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.24E+02	5.12E+14	3.06E-18	0.00E+00	2.86E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	9.61E-19	1.44E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.25E+02	5.10E+14	3.01E-18	0.00E+00	3.11E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	9.44E-19	1.40E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.26E+02	4.96E+14	3.67E-18	0.00E+00	6.44E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	9.27E-19	1.35E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.27E+02	4.35E+14	2.65E-18	0.00E+00	6.48E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	9.10E-19	1.30E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.28E+02	5.00E+14	3.37E-18	0.00E+00	4.85E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.92E-19	1.25E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.29E+02	5.24E+14	2.74E-18	0.00E+00	4.37E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.75E-19	1.20E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.30E+02	5.05E+14	3.27E-18	0.00E+00	4.85E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.58E-19	1.15E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.31E+02	5.33E+14	4.16E-18	0.00E+00	9.36E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.40E-19	1.11E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.32E+02	5.24E+14	3.03E-18	0.00E+00	8.10E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.21E-19	1.08E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.33E+02	4.69E+14	4.24E-18	0.00E+00	5.62E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.03E-19	1.04E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.34E+02	5.03E+14	2.88E-18	0.00E+00	4.32E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	7.85E-19	1.01E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.35E+02	5.10E+14	4.08E-18	0.00E+00	3.63E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	7.67E-19	9.75E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.36E+02	5.33E+14	2.90E-18	0.00E+00	5.69E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	7.48E-19	9.39E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.37E+02	4.93E+14	4.15E-18	0.00E+00	5.94E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	7.30E-19	9.04E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.38E+02	5.18E+14	2.99E-18	0.00E+00	5.22E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	7.12E-19	8.69E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.39E+02	5.06E+14	3.85E-18	0.00E+00	3.89E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.93E-19	8.34E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.40E+02	4.89E+14	3.06E-18	0.00E+00	3.08E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.75E-19	7.99E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.41E+02	4.72E+14	2.17E-18	0.00E+00	3.36E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.60E-19	7.76E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.42E+02	5.15E+14	3.21E-18	0.00E+00	3.83E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.45E-19	7.53E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
5.43E+02	5.06E+14	2.18E-18	0.00E+00	6.84E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.29E-19	7.30E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
