Wavelength	Actinic_flux	I2	IO	OIO	I2O2	I2O3	I2O4	I2O5	HOI	HI	INO2	INO3	Ibr	Icl	CH3I	CH2I2	CH2ICl	CH2IBr	C2H5I	nC3H7I	iC3H7I
3.58E+02	1.42E+14	0.00E+00	1.77E-18	0.00E+00	0.00E+00	0.00E+00	2.12E-19	1.31E-19	2.76E-19	0.00E+00	2.81E-19	3.03E-18	1.51E-20	3.44E-20	2.32E-23	1.42E-19	1.70E-21	6.26E-21	0	0.00E+00	1.19E-22
3.59E+02	1.55E+14	0.00E+00	1.94E-18	0.00E+00	0.00E+00	0.00E+00	2.08E-19	1.23E-19	2.67E-19	0.00E+00	2.76E-19	2.98E-18	1.51E-20	3.48E-20	2.10E-23	1.26E-19	1.51E-21	5.62E-21	0	0.00E+00	1.12E-22
3.60E+02	1.97E+14	0.00E+00	2.00E-18	0.00E+00	0.00E+00	0.00E+00	2.06E-19	1.18E-19	2.58E-19	0.00E+00	2.71E-19	2.94E-18	1.52E-20	3.52E-20	1.90E-23	1.09E-19	1.33E-21	4.98E-21	0	0.00E+00	1.05E-22
3.61E+02	1.71E+14	0.00E+00	2.04E-18	0.00E+00	0.00E+00	0.00E+00	2.00E-19	1.16E-19	2.51E-19	0.00E+00	2.58E-19	2.89E-18	1.61E-20	3.70E-20	1.70E-23	9.93E-20	1.23E-21	4.59E-21	0	0.00E+00	9.74E-23
3.62E+02	1.75E+14	0.00E+00	2.19E-18	0.00E+00	0.00E+00	0.00E+00	1.99E-19	1.11E-19	2.43E-19	0.00E+00	2.45E-19	2.84E-18	1.69E-20	3.88E-20	1.50E-23	8.96E-20	1.12E-21	4.20E-21	0	0.00E+00	8.94E-23
3.63E+02	1.96E+14	0.00E+00	2.32E-18	0.00E+00	0.00E+00	0.00E+00	1.95E-19	1.09E-19	2.36E-19	0.00E+00	2.33E-19	2.80E-18	1.78E-20	4.06E-20	1.30E-23	7.99E-20	1.02E-21	3.81E-21	0	0.00E+00	8.14E-23
3.64E+02	1.96E+14	0.00E+00	2.47E-18	0.00E+00	0.00E+00	0.00E+00	1.91E-19	1.07E-19	2.28E-19	0.00E+00	2.20E-19	2.75E-18	1.86E-20	4.24E-20	1.10E-23	7.02E-20	9.14E-22	3.42E-21	0	0.00E+00	7.37E-23
3.65E+02	2.02E+14	0.00E+00	2.72E-18	0.00E+00	0.00E+00	0.00E+00	1.88E-19	1.05E-19	2.21E-19	0.00E+00	2.07E-19	2.70E-18	1.95E-20	4.42E-20	9.00E-24	6.05E-20	8.10E-22	3.03E-21	0	0.00E+00	6.66E-23
3.66E+02	2.37E+14	0.00E+00	2.76E-18	0.00E+00	0.00E+00	0.00E+00	1.88E-19	1.03E-19	2.16E-19	0.00E+00	1.95E-19	2.64E-18	2.03E-20	4.59E-20	0.00E+00	5.53E-20	7.44E-22	2.75E-21	0	0.00E+00	6.05E-23
3.67E+02	2.32E+14	0.00E+00	2.89E-18	0.00E+00	0.00E+00	0.00E+00	1.87E-19	1.04E-19	2.12E-19	0.00E+00	1.84E-19	2.59E-18	2.12E-20	4.77E-20	0.00E+00	5.01E-20	6.78E-22	2.48E-21	0	0.00E+00	5.55E-23
3.68E+02	2.14E+14	0.00E+00	2.87E-18	0.00E+00	0.00E+00	0.00E+00	1.82E-19	1.05E-19	2.07E-19	0.00E+00	1.72E-19	2.53E-18	2.20E-20	4.95E-20	0.00E+00	4.49E-20	6.12E-22	2.20E-21	0	0.00E+00	5.17E-23
3.69E+02	2.22E+14	0.00E+00	2.93E-18	0.00E+00	0.00E+00	0.00E+00	1.82E-19	1.02E-19	2.03E-19	0.00E+00	1.61E-19	2.48E-18	2.29E-20	5.13E-20	0.00E+00	3.97E-20	5.46E-22	1.93E-21	0	0.00E+00	4.92E-23
3.70E+02	2.41E+14	0.00E+00	3.30E-18	0.00E+00	0.00E+00	0.00E+00	1.84E-19	1.02E-19	1.98E-19	0.00E+00	1.49E-19	2.42E-18	2.37E-20	5.31E-20	0.00E+00	3.45E-20	4.80E-22	1.65E-21	0	0.00E+00	4.79E-23
3.71E+02	2.21E+14	0.00E+00	3.71E-18	0.00E+00	0.00E+00	0.00E+00	1.82E-19	1.01E-19	1.97E-19	0.00E+00	1.34E-19	2.36E-18	2.55E-20	5.66E-20	0.00E+00	3.15E-20	4.38E-22	1.52E-21	0	0.00E+00	4.79E-23
3.72E+02	2.14E+14	0.00E+00	3.93E-18	0.00E+00	0.00E+00	0.00E+00	1.83E-19	1.02E-19	1.96E-19	0.00E+00	1.19E-19	2.30E-18	2.73E-20	6.01E-20	0.00E+00	2.84E-20	3.96E-22	1.38E-21	0	0.00E+00	4.89E-23
3.73E+02	1.96E+14	0.00E+00	3.62E-18	0.00E+00	0.00E+00	0.00E+00	1.79E-19	1.02E-19	1.96E-19	0.00E+00	1.04E-19	2.25E-18	2.91E-20	6.35E-20	0.00E+00	2.54E-20	3.54E-22	1.25E-21	0	0.00E+00	5.05E-23
3.74E+02	1.76E+14	0.00E+00	3.55E-18	0.00E+00	0.00E+00	0.00E+00	1.79E-19	1.03E-19	1.95E-19	0.00E+00	8.90E-20	2.19E-18	3.09E-20	6.70E-20	0.00E+00	2.23E-20	3.12E-22	1.11E-21	0	0.00E+00	5.21E-23
3.75E+02	1.86E+14	0.00E+00	3.92E-18	0.00E+00	0.00E+00	0.00E+00	1.79E-19	1.01E-19	1.94E-19	0.00E+00	7.40E-20	2.13E-18	3.27E-20	7.05E-20	0.00E+00	1.93E-20	2.70E-22	9.80E-22	0	0.00E+00	5.35E-23
3.76E+02	2.13E+14	0.00E+00	4.27E-18	0.00E+00	0.00E+00	0.00E+00	1.77E-19	9.82E-20	1.97E-19	0.00E+00	6.40E-20	2.07E-18	3.45E-20	7.40E-20	0.00E+00	1.78E-20	2.50E-22	9.24E-22	0	0.00E+00	5.43E-23
3.77E+02	2.24E+14	0.00E+00	4.83E-18	0.00E+00	0.00E+00	0.00E+00	1.77E-19	1.01E-19	1.99E-19	0.00E+00	5.40E-20	2.01E-18	3.63E-20	7.75E-20	0.00E+00	1.63E-20	2.30E-22	8.68E-22	0	0.00E+00	5.44E-23
3.78E+02	2.69E+14	0.00E+00	5.17E-18	0.00E+00	0.00E+00	0.00E+00	1.75E-19	9.74E-20	2.02E-19	0.00E+00	4.40E-20	1.96E-18	3.81E-20	8.09E-20	0.00E+00	1.47E-20	2.10E-22	8.12E-22	0	0.00E+00	5.42E-23
3.79E+02	2.34E+14	0.00E+00	4.27E-18	0.00E+00	0.00E+00	0.00E+00	1.71E-19	9.71E-20	2.04E-19	0.00E+00	3.40E-20	1.90E-18	3.99E-20	8.44E-20	0.00E+00	1.32E-20	1.90E-22	7.56E-22	0	0.00E+00	5.37E-23
3.80E+02	2.20E+14	0.00E+00	4.23E-18	0.00E+00	0.00E+00	0.00E+00	1.65E-19	8.33E-20	2.07E-19	0.00E+00	2.40E-20	1.84E-18	4.17E-20	8.79E-20	0.00E+00	1.17E-20	1.70E-22	7.00E-22	0	0.00E+00	5.30E-23
3.81E+02	2.40E+14	0.00E+00	5.04E-18	0.00E+00	0.00E+00	0.00E+00	1.60E-19	7.35E-20	2.12E-19	0.00E+00	1.92E-20	1.78E-18	4.45E-20	9.30E-20	0.00E+00	1.09E-20	1.52E-22	6.38E-22	0	0.00E+00	0.00E+00
3.82E+02	1.84E+14	0.00E+00	5.52E-18	0.00E+00	0.00E+00	0.00E+00	1.65E-19	7.46E-20	2.17E-19	0.00E+00	1.44E-20	1.72E-18	4.73E-20	9.81E-20	0.00E+00	1.01E-20	1.34E-22	5.76E-22	0	0.00E+00	0.00E+00
3.83E+02	1.42E+14	0.00E+00	5.70E-18	0.00E+00	0.00E+00	0.00E+00	1.60E-19	7.10E-20	2.23E-19	0.00E+00	9.60E-21	1.65E-18	5.01E-20	1.03E-19	0.00E+00	9.29E-21	1.16E-22	5.14E-22	0	0.00E+00	0.00E+00
3.84E+02	1.59E+14	0.00E+00	5.69E-18	0.00E+00	0.00E+00	0.00E+00	1.63E-19	7.55E-20	2.28E-19	0.00E+00	4.80E-21	1.59E-18	5.29E-20	1.08E-19	0.00E+00	8.49E-21	9.80E-23	4.52E-22	0	0.00E+00	0.00E+00
3.85E+02	2.09E+14	0.00E+00	5.57E-18	0.00E+00	0.00E+00	0.00E+00	1.56E-19	7.35E-20	2.33E-19	0.00E+00	0.00E+00	1.53E-18	5.57E-20	1.13E-19	0.00E+00	7.69E-21	8.00E-23	3.90E-22	0	0.00E+00	0.00E+00
3.86E+02	1.93E+14	0.00E+00	5.58E-18	0.00E+00	0.00E+00	0.00E+00	1.54E-19	7.36E-20	2.40E-19	0.00E+00	0.00E+00	1.48E-18	5.84E-20	1.19E-19	0.00E+00	0.00E+00	7.60E-23	3.62E-22	0	0.00E+00	0.00E+00
3.87E+02	2.02E+14	0.00E+00	5.66E-18	0.00E+00	0.00E+00	0.00E+00	1.45E-19	7.83E-20	2.46E-19	0.00E+00	0.00E+00	1.44E-18	6.12E-20	1.24E-19	0.00E+00	0.00E+00	7.20E-23	3.34E-22	0	0.00E+00	0.00E+00
3.88E+02	1.97E+14	0.00E+00	5.84E-18	0.00E+00	0.00E+00	0.00E+00	1.49E-19	7.01E-20	2.53E-19	0.00E+00	0.00E+00	1.39E-18	6.40E-20	1.29E-19	0.00E+00	0.00E+00	6.80E-23	3.06E-22	0	0.00E+00	0.00E+00
3.89E+02	2.12E+14	0.00E+00	6.11E-18	0.00E+00	0.00E+00	0.00E+00	1.48E-19	7.17E-20	2.59E-19	0.00E+00	0.00E+00	1.35E-18	6.68E-20	1.34E-19	0.00E+00	0.00E+00	6.40E-23	2.78E-22	0	0.00E+00	0.00E+00
3.90E+02	2.46E+14	0.00E+00	6.48E-18	0.00E+00	0.00E+00	0.00E+00	1.43E-19	7.34E-20	2.66E-19	0.00E+00	0.00E+00	1.30E-18	6.96E-20	1.39E-19	0.00E+00	0.00E+00	6.00E-23	2.50E-22	0	0.00E+00	0.00E+00
3.91E+02	2.62E+14	0.00E+00	6.78E-18	0.00E+00	0.00E+00	0.00E+00	1.42E-19	6.88E-20	2.72E-19	0.00E+00	0.00E+00	1.25E-18	7.46E-20	1.44E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
3.92E+02	2.45E+14	0.00E+00	6.90E-18	0.00E+00	0.00E+00	0.00E+00	1.39E-19	7.08E-20	2.79E-19	0.00E+00	0.00E+00	1.19E-18	7.97E-20	1.49E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
3.93E+02	1.47E+14	0.00E+00	6.75E-18	0.00E+00	0.00E+00	0.00E+00	1.32E-19	6.52E-20	2.85E-19	0.00E+00	0.00E+00	1.14E-18	8.47E-20	1.54E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
3.94E+02	1.52E+14	0.00E+00	6.47E-18	0.00E+00	0.00E+00	0.00E+00	1.33E-19	6.54E-20	2.92E-19	0.00E+00	0.00E+00	1.08E-18	8.98E-20	1.59E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
3.95E+02	2.48E+14	0.00E+00	6.36E-18	0.00E+00	0.00E+00	0.00E+00	1.22E-19	5.51E-20	2.98E-19	0.00E+00	0.00E+00	1.03E-18	9.48E-20	1.65E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
3.96E+02	2.32E+14	0.00E+00	6.28E-18	0.00E+00	0.00E+00	0.00E+00	1.22E-19	5.93E-20	3.03E-19	0.00E+00	0.00E+00	9.80E-19	9.98E-20	1.70E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
3.97E+02	1.30E+14	0.00E+00	6.72E-18	0.00E+00	0.00E+00	0.00E+00	1.15E-19	5.35E-20	3.08E-19	0.00E+00	0.00E+00	9.30E-19	1.05E-19	1.75E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
3.98E+02	2.61E+14	0.00E+00	7.90E-18	0.00E+00	0.00E+00	0.00E+00	1.13E-19	5.20E-20	3.12E-19	0.00E+00	0.00E+00	8.80E-19	1.10E-19	1.80E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
3.99E+02	3.26E+14	0.00E+00	8.70E-18	0.00E+00	0.00E+00	0.00E+00	1.09E-19	5.05E-20	3.17E-19	0.00E+00	0.00E+00	8.30E-19	1.15E-19	1.85E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.00E+02	3.40E+14	2.81E-20	8.49E-18	2.34E-19	0.00E+00	0.00E+00	1.03E-19	5.16E-20	3.22E-19	0.00E+00	0.00E+00	7.80E-19	1.20E-19	1.90E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.01E+02	3.54E+14	3.68E-20	6.92E-18	1.41E-19	0.00E+00	0.00E+00	9.99E-20	4.43E-20	3.24E-19	0.00E+00	0.00E+00	7.45E-19	1.29E-19	1.96E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.02E+02	3.67E+14	4.20E-20	5.83E-18	0.00E+00	0.00E+00	0.00E+00	9.40E-20	4.25E-20	3.26E-19	0.00E+00	0.00E+00	7.10E-19	1.37E-19	2.01E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.03E+02	3.53E+14	3.01E-20	5.36E-18	4.18E-20	0.00E+00	0.00E+00	8.46E-20	3.85E-20	3.28E-19	0.00E+00	0.00E+00	6.75E-19	1.46E-19	2.07E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.04E+02	3.59E+14	4.67E-20	6.02E-18	0.00E+00	0.00E+00	0.00E+00	8.48E-20	3.50E-20	3.30E-19	0.00E+00	0.00E+00	6.40E-19	1.54E-19	2.13E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.05E+02	3.50E+14	3.25E-20	7.87E-18	0.00E+00	0.00E+00	0.00E+00	7.86E-20	3.65E-20	3.32E-19	0.00E+00	0.00E+00	6.05E-19	1.63E-19	2.19E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.06E+02	3.41E+14	3.60E-20	1.08E-17	0.00E+00	0.00E+00	0.00E+00	7.28E-20	2.91E-20	3.31E-19	0.00E+00	0.00E+00	5.83E-19	1.71E-19	2.24E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.07E+02	3.34E+14	4.91E-20	1.04E-17	1.58E-20	0.00E+00	0.00E+00	7.43E-20	2.45E-20	3.30E-19	0.00E+00	0.00E+00	5.61E-19	1.80E-19	2.30E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.08E+02	3.49E+14	3.60E-20	8.24E-18	0.00E+00	0.00E+00	0.00E+00	6.79E-20	1.89E-20	3.29E-19	0.00E+00	0.00E+00	5.40E-19	1.88E-19	2.36E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.09E+02	3.73E+14	5.15E-20	5.34E-18	0.00E+00	0.00E+00	0.00E+00	6.68E-20	2.23E-20	3.28E-19	0.00E+00	0.00E+00	5.18E-19	1.97E-19	2.41E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.10E+02	3.17E+14	4.44E-20	4.15E-18	1.27E-19	0.00E+00	0.00E+00	5.68E-20	1.85E-20	3.27E-19	0.00E+00	0.00E+00	4.96E-19	2.05E-19	2.47E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.11E+02	3.55E+14	4.16E-20	3.73E-18	0.00E+00	0.00E+00	0.00E+00	5.58E-20	1.50E-20	3.23E-19	0.00E+00	0.00E+00	4.80E-19	2.16E-19	2.51E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.12E+02	3.77E+14	4.75E-20	4.64E-18	0.00E+00	0.00E+00	0.00E+00	5.00E-20	1.60E-20	3.19E-19	0.00E+00	0.00E+00	4.64E-19	2.27E-19	2.55E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.13E+02	3.62E+14	3.64E-20	8.59E-18	0.00E+00	0.00E+00	0.00E+00	4.35E-20	7.95E-21	3.15E-19	0.00E+00	0.00E+00	4.48E-19	2.39E-19	2.60E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.14E+02	3.57E+14	3.76E-20	1.59E-17	0.00E+00	0.00E+00	0.00E+00	4.43E-20	1.13E-20	3.11E-19	0.00E+00	0.00E+00	4.32E-19	2.50E-19	2.64E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.15E+02	3.70E+14	6.82E-20	1.13E-17	0.00E+00	0.00E+00	0.00E+00	4.16E-20	7.86E-21	3.07E-19	0.00E+00	0.00E+00	4.16E-19	2.61E-19	2.68E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.16E+02	3.80E+14	6.38E-20	5.75E-18	0.00E+00	0.00E+00	0.00E+00	3.58E-20	1.75E-21	3.01E-19	0.00E+00	0.00E+00	0.00E+00	2.72E-19	2.72E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.17E+02	3.71E+14	6.43E-20	2.30E-18	0.00E+00	0.00E+00	0.00E+00	3.29E-20	3.81E-21	2.94E-19	0.00E+00	0.00E+00	0.00E+00	2.83E-19	2.76E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.18E+02	3.55E+14	6.49E-20	1.35E-18	0.00E+00	0.00E+00	0.00E+00	3.01E-20	0.00E+00	2.88E-19	0.00E+00	0.00E+00	0.00E+00	2.95E-19	2.81E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.19E+02	3.69E+14	5.88E-20	8.96E-19	9.76E-20	0.00E+00	0.00E+00	2.78E-20	0.00E+00	2.81E-19	0.00E+00	0.00E+00	0.00E+00	3.06E-19	2.85E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.20E+02	3.38E+14	6.10E-20	1.29E-18	5.51E-20	0.00E+00	0.00E+00	2.18E-20	0.00E+00	2.75E-19	0.00E+00	0.00E+00	0.00E+00	3.17E-19	2.89E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.21E+02	3.84E+14	4.99E-20	1.40E-17	0.00E+00	0.00E+00	0.00E+00	1.92E-20	0.00E+00	2.67E-19	0.00E+00	0.00E+00	0.00E+00	3.30E-19	2.92E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.22E+02	3.79E+14	6.16E-20	1.65E-17	0.00E+00	0.00E+00	0.00E+00	1.53E-20	0.00E+00	2.59E-19	0.00E+00	0.00E+00	0.00E+00	3.43E-19	2.95E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.23E+02	3.67E+14	7.65E-20	6.68E-18	1.38E-19	0.00E+00	0.00E+00	1.17E-20	0.00E+00	2.51E-19	0.00E+00	0.00E+00	0.00E+00	3.56E-19	2.99E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.24E+02	3.65E+14	7.60E-20	1.86E-18	1.61E-19	0.00E+00	0.00E+00	1.38E-20	0.00E+00	2.43E-19	0.00E+00	0.00E+00	0.00E+00	3.69E-19	3.02E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.25E+02	3.76E+14	8.76E-20	6.28E-19	0.00E+00	0.00E+00	0.00E+00	6.51E-21	0.00E+00	2.35E-19	0.00E+00	0.00E+00	0.00E+00	3.83E-19	3.05E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.26E+02	3.64E+14	8.43E-20	1.41E-19	0.00E+00	0.00E+00	0.00E+00	6.97E-21	0.00E+00	2.26E-19	0.00E+00	0.00E+00	0.00E+00	3.96E-19	3.08E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.27E+02	3.52E+14	8.76E-20	0.00E+00	4.00E-19	0.00E+00	0.00E+00	4.00E-22	0.00E+00	2.18E-19	0.00E+00	0.00E+00	0.00E+00	4.09E-19	3.11E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.28E+02	3.56E+14	1.32E-19	0.00E+00	4.08E-19	0.00E+00	0.00E+00	1.97E-21	0.00E+00	2.09E-19	0.00E+00	0.00E+00	0.00E+00	4.22E-19	3.15E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.29E+02	3.29E+14	1.25E-19	1.14E-17	4.62E-20	0.00E+00	0.00E+00	2.31E-21	0.00E+00	2.01E-19	0.00E+00	0.00E+00	0.00E+00	4.35E-19	3.18E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.30E+02	2.62E+14	1.29E-19	1.60E-17	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.92E-19	0.00E+00	0.00E+00	0.00E+00	4.48E-19	3.21E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.31E+02	2.38E+14	1.48E-19	6.33E-18	1.33E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.84E-19	0.00E+00	0.00E+00	0.00E+00	4.62E-19	3.24E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.32E+02	3.96E+14	1.43E-19	1.44E-18	2.27E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.75E-19	0.00E+00	0.00E+00	0.00E+00	4.76E-19	3.28E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.33E+02	3.69E+14	1.50E-19	5.18E-19	3.45E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.67E-19	0.00E+00	0.00E+00	0.00E+00	4.90E-19	3.31E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.34E+02	3.41E+14	1.51E-19	9.37E-20	3.93E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.58E-19	0.00E+00	0.00E+00	0.00E+00	5.04E-19	3.34E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.35E+02	3.74E+14	1.60E-19	1.22E-19	5.80E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.50E-19	0.00E+00	0.00E+00	0.00E+00	5.18E-19	3.38E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.36E+02	4.10E+14	1.53E-19	0.00E+00	7.12E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.43E-19	0.00E+00	0.00E+00	0.00E+00	5.31E-19	3.41E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.37E+02	4.18E+14	1.68E-19	0.00E+00	7.76E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.35E-19	0.00E+00	0.00E+00	0.00E+00	5.45E-19	3.44E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.38E+02	3.67E+14	1.85E-19	8.36E-18	5.33E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.28E-19	0.00E+00	0.00E+00	0.00E+00	5.59E-19	3.47E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.39E+02	3.54E+14	1.85E-19	1.08E-17	5.52E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.20E-19	0.00E+00	0.00E+00	0.00E+00	5.73E-19	3.51E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.40E+02	4.05E+14	2.08E-19	5.16E-18	2.55E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.13E-19	0.00E+00	0.00E+00	0.00E+00	5.87E-19	3.54E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.41E+02	3.99E+14	2.12E-19	1.19E-18	2.35E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.07E-19	0.00E+00	0.00E+00	0.00E+00	6.00E-19	3.57E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.42E+02	4.28E+14	2.23E-19	5.77E-19	8.66E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E-19	0.00E+00	0.00E+00	0.00E+00	6.13E-19	3.61E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.43E+02	4.35E+14	2.35E-19	3.96E-19	7.37E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	9.40E-20	0.00E+00	0.00E+00	0.00E+00	6.27E-19	3.64E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.44E+02	4.23E+14	2.44E-19	0.00E+00	9.85E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.76E-20	0.00E+00	0.00E+00	0.00E+00	6.40E-19	3.68E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.45E+02	4.40E+14	2.61E-19	0.00E+00	8.84E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.13E-20	0.00E+00	0.00E+00	0.00E+00	6.53E-19	3.71E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.46E+02	3.94E+14	2.66E-19	0.00E+00	1.02E-18	0.00E+00	0.00E+00	0.00E+00	0.00E+00	7.63E-20	0.00E+00	0.00E+00	0.00E+00	6.66E-19	3.74E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.47E+02	4.48E+14	2.82E-19	2.04E-18	9.78E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	7.13E-20	0.00E+00	0.00E+00	0.00E+00	6.79E-19	3.78E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.48E+02	4.54E+14	2.99E-19	5.37E-18	9.51E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.63E-20	0.00E+00	0.00E+00	0.00E+00	6.93E-19	3.81E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.49E+02	4.52E+14	3.18E-19	1.66E-18	4.09E-20	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.13E-20	0.00E+00	0.00E+00	0.00E+00	7.06E-19	3.85E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
4.50E+02	4.69E+14	3.41E-19	4.93E-19	4.57E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.63E-20	0.00E+00	0.00E+00	0.00E+00	7.19E-19	3.88E-19	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00
